s^id^name^type^gNPC^gTime^gHp^endX^endY^endRange^focusName^skill^event^delayTime^next^b
0^306333^刷新钻石AI^2^^0^-1^0^0^0^ ^20359^0^0^306333^0
0^306334^刷新怪物1AI^2^^0^-1^0^0^0^ ^20361^0^0^306334^0
0^306335^刷新怪物2AI^2^^0^-1^0^0^0^ ^20361^0^0^306335^0
0^306336^掉落钻石AI^3^^0^0^0^0^0^ ^20356^0^0^0^0
0^306337^刷新怪物1_1_5.1^2^^0^-1^0^0^0^ ^20402^0^2^306340^0
1^306338^刷新怪物1_1_5.2^2^^0^-1^0^0^0^ ^20067^0^10^306024^0
2^306339^刷新怪物1_1_5.3^2^^0^-1^0^0^0^ ^20402^0^18^306340^0
0^306340^刷新怪物1_1_5^2^^0^-1^0^0^0^ ^20402^0^0.01^306341^0
0^306341^刷新怪物1_1_5^2^^0^-1^0^0^0^ ^20402^0^0.01^306342^0
0^306342^刷新怪物1_1_5^2^^0^-1^0^0^0^ ^20402^0^0.01^306343^0
0^306343^刷新怪物1_1_5^2^^0^-1^0^0^0^ ^20402^0^0.01^0^0
0^306344^结界1_1_5^2^hero^0^-1^0^0^0^ ^20403^0^0^0^0
0^306345^旋转机关旋转^5^^0^-1^0^0^0^ ^0^0^0^306345^0
0^306346^旋转机关刷怪1^2^^0^-1^0^0^0^ ^20404^0^2.13^306355^0
0^306347^旋转机关怪物1^1^^0^-1^13^52^0^ ^0^700301^0^0^0
0^306348^旋转机关怪物2^1^^0^-1^33^52^0^ ^0^700301^0^0^0
0^306349^旋转机关怪物3^1^^0^-1^53^52^0^ ^0^700301^0^0^0
0^306350^旋转机关怪物4^1^^0^-1^53^32^0^ ^0^700301^0^0^0
0^306351^旋转机关怪物5^1^^0^-1^53^12^0^ ^0^700301^0^0^0
0^306352^旋转机关怪物6^1^^0^-1^33^12^0^ ^0^700301^0^0^0
0^306353^旋转机关怪物7^1^^0^-1^13^12^0^ ^0^700301^0^0^0
0^306354^旋转机关怪物8^1^^0^-1^13^32^0^ ^0^700301^0^0^0
0^306355^旋转机关刷怪2^2^^0^-1^0^0^0^ ^20405^0^2.13^306356^0
0^306356^旋转机关刷怪3^2^^0^-1^0^0^0^ ^20406^0^2.13^306357^0
0^306357^旋转机关刷怪4^2^^0^-1^0^0^0^ ^20407^0^2.13^306358^0
0^306358^旋转机关刷怪5^2^^0^-1^0^0^0^ ^20408^0^2.13^306359^0
0^306359^旋转机关刷怪6^2^^0^-1^0^0^0^ ^20409^0^2.13^306360^0
0^306360^旋转机关刷怪7^2^^0^-1^0^0^0^ ^20410^0^2.13^306361^0
0^306361^旋转机关刷怪8^2^^0^-1^0^0^0^ ^20411^0^2.13^306346^0
0^306362^透明人刷怪2_7_3^2^^0^-1^0^0^0^ ^20413^0^6^306362^0
0^306363^透明人移动2_7_3_1^1^^0^-1^21^10^0^ ^0^0^0^306019^0
0^306364^透明人移动2_7_3_2^1^^0^-1^31^10^0^ ^0^0^0^306020^0
0^306365^透明人移动2_7_3_3^1^^0^-1^60^36^0^ ^0^0^0^306021^0
0^306366^透明人移动2_7_3_4^1^^0^-1^60^46^0^ ^0^0^0^306022^0
0^306367^火球移动2_7_3_1^1^^0^-1^21^63^0^ ^0^700303^0^0^0
0^306368^火球移动2_7_3_2^1^^0^-1^31^63^0^ ^0^700303^0^0^0
0^306369^火球移动2_7_3_3^1^^0^-1^1^36^0^ ^0^700303^0^0^0
0^306370^火球移动2_7_3_4^1^^0^-1^1^46^0^ ^0^700303^0^0^0
0^306371^刷宝石2_7_3_1^2^^0^-1^0^0^0^ ^20418^0^2^306371^0
0^306372^刷宝石2_7_3_2^2^^0^-1^0^0^0^ ^20419^0^2^306372^0
0^306373^刷宝石2_7_3_3^2^^0^-1^0^0^0^ ^20420^0^2^306373^0
0^306374^刷宝石2_7_3_4^2^^0^-1^0^0^0^ ^20421^0^2^306374^0
0^306375^cunming1脱出^1^^0^-1^3^7^0^ ^0^700315^0^306099^0
0^306376^cunming2脱出^1^^0^-1^3^11^0^ ^0^700316^0^306099^0
0^306377^cunming3脱出^1^^0^-1^7^3^0^ ^0^700317^0^306099^0
0^306378^透明人移动2_6_3刷巨型恐鼠^1^hero^0^-1^27^36^0^ ^0^0^0^306097^0
0^306379^透明人2_6_3刷恐鼠^2^^0^-1^0^0^0^ ^20424^0^0^0^0
0^306380^透明人2_7_2刷怪^2^^0^-1^0^0^0^ ^20425^0^4^306380^0
0^306381^透明人移动2_7_2_1^1^^0^-1^29^23^0^ ^0^0^0^306083^0
0^306382^透明人移动2_7_2_2^1^^0^-1^39^23^0^ ^0^0^0^306084^0
0^306383^透明人移动2_7_2_3^1^^0^-1^49^23^0^ ^0^0^0^306085^0
0^306384^火球移动2_7_3_1^1^^0^-1^29^66^0^ ^0^700303^0^0^0
0^306385^火球移动2_7_3_2^1^^0^-1^39^66^0^ ^0^700303^0^0^0
0^306386^火球移动2_7_3_3^1^^0^-1^49^66^0^ ^0^700303^0^0^0
0^306387^透明人刷精灵2_7_5_1^2^^0^-1^0^0^0^ ^20426^700302^0^0^0
0^306388^透明人刷精灵2_7_5_2^2^^0^-1^0^0^0^ ^20427^700302^0^0^0
0^306389^透明人刷精灵2_7_5_3^2^^0^-1^0^0^0^ ^20428^700302^0^0^0
0^306390^白虎死亡刷怪2_7_5^2^^0^0^0^0^0^ ^20433^0^0^0^0
0^306391^透明人移动2_7_5_1^1^^0^-1^39^18^0^ ^20434^700302^0^0^0
0^306392^透明人自杀^2^^0^-1^0^0^0^ ^0^700002^0^0^0
0^306393^透明人移动2_9_4_1^1^^0^-1^68^57^0^ ^0^700302^0^0^0
0^306394^透明人自杀2_9_4_1^2^^0^-1^0^0^0^ ^0^700304^0^0^0
0^306395^透明人自杀2_9_4_2^2^^0^-1^0^0^0^ ^0^700306^0^0^0
0^306396^恐鼠逃跑2_9_5_1^1^ ^0^-1^76^35^0^ ^0^700307^0^0^0
0^306397^恐鼠逃跑2_9_5_2^1^ ^0^-1^76^39^0^ ^0^700307^0^0^0
0^306398^恐鼠逃跑2_9_5_3^1^ ^0^-1^76^43^0^ ^0^700307^0^0^0
0^306399^恐鼠逃跑2_9_5_4^1^ ^0^-1^76^47^0^ ^0^700307^0^0^0
0^306400^刷新钻石2_10_5^2^^0^-1^0^0^0^ ^20449^0^0^306400^0
0^306401^透明人刷怪2_6_1_1^2^^0^-1^0^0^0^ ^20436^0^1^306089^0
0^306402^透明人刷怪2_6_1_2^2^^0^-1^0^0^0^ ^20437^0^1^306090^0
0^306403^透明人刷怪2_6_1_3^2^^0^-1^0^0^0^ ^20438^0^1^306091^0
0^306404^透明人刷怪延迟1_7_3_1^2^^0^-1^0^0^0^ ^0^0^3^306408^0
0^306405^透明人刷怪延迟1_7_3_2^2^^0^-1^0^0^0^ ^0^0^8^306409^0
0^306406^透明人刷怪延迟1_7_3_3^2^^0^-1^0^0^0^ ^0^0^14^306410^0
0^306407^透明人刷怪延迟1_7_3_4^2^^0^-1^0^0^0^ ^0^0^18^306411^0
0^306408^透明人刷怪刷怪1_7_3_1^2^^0^-1^0^0^0^ ^20441^0^0.01^306412^0
0^306409^透明人刷怪刷怪1_7_3_2^2^^0^-1^0^0^0^ ^20442^0^0.01^306413^0
0^306410^透明人刷怪刷怪1_7_3_3^2^^0^-1^0^0^0^ ^20443^0^0.01^306414^0
0^306411^透明人刷怪刷怪1_7_3_4^2^^0^-1^0^0^0^ ^20444^0^0.01^306415^0
0^306412^透明人自杀1_7_3_1^2^^0^-1^0^0^0^ ^0^700302^0^0^0
0^306413^透明人自杀1_7_3_2^2^^0^-1^0^0^0^ ^0^700302^0^0^0
0^306414^透明人自杀1_7_3_3^2^^0^-1^0^0^0^ ^0^700302^0^0^0
0^306415^透明人自杀1_7_3_4^2^^0^-1^0^0^0^ ^0^700302^0^0^0
0^306416^透明人移动1_10_4^1^^0^-1^97^36^0^ ^0^0^0^306417^0
0^306417^透明人刷透明人1_10_4^2^^0^-1^0^0^0^ ^20446^0^0^306418^0
0^306418^透明人自杀1_10_4_1^2^^0^-1^0^0^0^ ^0^700302^0^0^0
0^306419^透明人延迟1_10_4_2^2^^0^-1^0^0^0^ ^0^0^0.5^306080^0
0^306420^野蛮人延迟2_3_2_1_1^2^^0^-1^0^0^0^ ^0^0^3^306421^0
0^306421^野蛮人移动2_3_2_1_1^1^^0^-1^61^38^0^ ^0^0^0^306422^0
0^306422^野蛮人移动2_3_2_1_2^1^^0^-1^9^38^0^ ^0^0^0^0^0
0^306423^野蛮人延迟2_3_2_2_1^2^^0^-1^0^0^0^ ^0^0^9^306424^0
0^306424^野蛮人移动2_3_2_2_1^1^^0^-1^61^38^0^ ^0^0^0^306425^0
0^306425^野蛮人移动2_3_2_2_2^1^^0^-1^9^38^0^ ^0^0^0^0^0
0^306426^罗格兽延迟2_3_2_1_1^2^^0^-1^0^0^0^ ^0^0^9^306427^0
0^306427^罗格兽移动2_3_2_1_1^1^^0^-1^61^38^0^ ^0^0^0^306428^0
0^306428^罗格兽移动2_3_2_1_2^1^^0^-1^9^38^0^ ^0^0^0^0^0
0^307001^检测死亡^4^ ^0^-1^0^0^0^Gem1^0^0^0^307002^0
0^307002^后续动作^1^ ^0^-1^23^35^0^ ^0^0^0^0^0
0^307003^前置等待^1^ ^0^-1^0^0^0^ ^0^0^0^0^0
0^307004^检测死亡^4^ ^0^-1^0^0^0^Gem1^0^0^0^307002^0
0^307005^后续动作^1^ ^0^-1^23^35^0^ ^0^0^0^0^0
0^307006^前置等待^2^ ^0^-1^0^0^0^ ^0^0^0.01^307007^0
0^307007^检测死亡^4^ ^0^-1^0^0^0^Random_1^0^0^0^307008^0
0^307008^后续动作^2^ ^0^-1^0^0^0^ ^0^700304^0^0^0
0^307009^2_2_2前置等待^2^ ^0^-1^0^0^0^ ^0^0^0.01^307010^0
0^307010^2_2_2检测死亡^4^ ^0^-1^0^0^0^Rat_1^0^0^0^307011^0
0^307011^2_2_2检测死亡^4^ ^0^-1^0^0^0^Diamond_1^0^0^0^307012^0
0^307012^2_2_2后续动作(自杀)^2^ ^0^-1^0^0^0^ ^0^700304^0^0^0
0^307013^2_1_4前置等待^2^ ^0^-1^0^0^0^ ^0^0^0.01^307014^0
0^307014^2_1_4检测死亡^4^ ^0^-1^0^0^0^Random_1_1^0^0^0^307015^0
0^307015^2_1_4检测死亡^4^ ^0^-1^0^0^0^Random_2_1^0^0^0^307016^0
0^307016^2_1_4后续动作(自杀)^2^ ^0^-1^0^0^0^ ^0^700304^0^0^0
0^307017^2_2_3前置等待^2^ ^0^-1^0^0^0^ ^0^0^0.01^307018^0
0^307018^2_2_3检测死亡^4^ ^0^-1^0^0^0^shudong01_1^0^0^0^307019^0
0^307019^2_2_3检测死亡^4^ ^0^-1^0^0^0^shudong02_1^0^0^0^307020^0
0^307020^2_2_3后续动作(自杀)^2^ ^0^-1^0^0^0^ ^0^700304^0^0^0
0^307021^2_5_1前置等待^2^ ^0^-1^0^0^0^ ^0^0^0.01^307022^0
0^307022^2_5_1检测死亡^4^ ^0^-1^0^0^0^Random1_1^0^0^0^307023^0
0^307023^2_5_1检测死亡^4^ ^0^-1^0^0^0^Random2_1^0^0^0^307024^0
0^307024^2_5_1检测死亡^4^ ^0^-1^0^0^0^Random3_1^0^0^0^307025^0
0^307025^2_5_1后续动作(自杀)^2^ ^0^-1^0^0^0^ ^0^700304^0^0^0
0^307026^2_6_2前置等待^2^ ^0^-1^0^0^0^ ^0^0^0.01^307027^0
0^307027^2_6_2检测死亡^4^ ^0^-1^0^0^0^Chest_1^0^0^0^307028^0
0^307028^2_6_2后续动作(自杀)^2^ ^0^-1^0^0^0^ ^0^700304^0^0^0
0^307029^2_5_5前置等待^2^ ^0^-1^0^0^0^ ^0^0^0.01^307030^0
0^307030^2_5_5检测死亡^4^ ^0^-1^0^0^0^trigger1^0^0^0^307031^0
0^307031^2_5_5检测死亡^4^ ^0^-1^0^0^0^trigger2^0^0^0^307032^0
0^307032^2_5_5检测死亡^4^ ^0^-1^0^0^0^trigger3^0^0^0^307033^0
0^307033^2_5_5检测死亡^4^ ^0^-1^0^0^0^trigger4^0^0^0^307034^0
0^307034^2_5_5后续动作(自杀)^2^ ^0^-1^0^0^0^ ^0^700304^0^0^0
0^307035^2_6_5前置等待^2^ ^0^-1^0^0^0^ ^0^0^0.01^307036^0
0^307036^2_6_5检测死亡^4^ ^0^-1^0^0^0^trigger1^0^0^0^307037^0
0^307037^2_6_5检测死亡^4^ ^0^-1^0^0^0^trigger2^0^0^0^307038^0
0^307038^2_6_5检测死亡^4^ ^0^-1^0^0^0^trigger3^0^0^0^307039^0
0^307039^2_6_5检测死亡^4^ ^0^-1^0^0^0^trigger4^0^0^0^307040^0
0^307040^2_6_5检测死亡^4^ ^0^-1^0^0^0^trigger5^0^0^0^307041^0
0^307041^2_6_5检测死亡^4^ ^0^-1^0^0^0^trigger6^0^0^0^307042^0
0^307042^2_6_5检测死亡^4^ ^0^-1^0^0^0^trigger7^0^0^0^307043^0
0^307043^2_6_5检测死亡^4^ ^0^-1^0^0^0^trigger8^0^0^0^307044^0
0^307044^2_6_5检测死亡^4^ ^0^-1^0^0^0^trigger9^0^0^0^307045^0
0^307045^2_6_5检测死亡^4^ ^0^-1^0^0^0^trigger10^0^0^0^307046^0
0^307046^2_6_5后续动作(发光)^2^ ^0^-1^0^0^0^ ^0^701002^0^0^0
